order_id,customer_id,order_date,order_month,channel,device,region,total_revenue,status,is_premium_customer
ORD006742,UC03767,2024-10-09,2024-10,Organic,Desktop,Berlin,686.82,retourniert,nein
ORD006743,UC03768,2023-12-19,2023-12,Organic,Mobile,Berlin,50.5,geliefert,nein
ORD006744,UC03768,2023-04-08,2023-04,Organic,Mobile,Berlin,201.2,retourniert,nein
ORD006745,UC03769,2024-01-28,2024-01,Direct,Mobile,NRW,525.88,geliefert,nein
ORD006746,UC03770,2023-09-18,2023-09,E-Mail,Desktop,Niedersachsen,152.98,retourniert,ja
ORD006747,UC03770,2023-02-01,2023-02,E-Mail,Desktop,Niedersachsen,476.64,geliefert,ja
ORD006748,UC03770,2023-04-09,2023-04,Social Media,Desktop,Niedersachsen,43.64,retourniert,ja
ORD006749,UC03770,2023-04-06,2023-04,Affiliate,Desktop,Niedersachsen,688.33,geliefert,ja
ORD006750,UC03771,2024-02-27,2024-02,SEA,Mobile,Niedersachsen,193.68,geliefert,nein
ORD006751,UC03772,2024-06-24,2024-06,Organic,Desktop,NRW,52.77,retourniert,nein
ORD006752,UC03773,2024-05-22,2024-05,E-Mail,Mobile,Bayern,104.94,geliefert,nein
ORD006753,UC03774,2024-12-09,2024-12,Organic,Mobile,Thüringen,462.74,retourniert,nein
ORD006754,UC03774,2024-07-18,2024-07,Direct,Mobile,Thüringen,921.23,geliefert,nein
ORD006755,UC03775,2023-03-05,2023-03,Social Media,Mobile,Baden-Württemberg,187.29,retourniert,nein
ORD006756,UC03775,2024-07-27,2024-07,SEA,Mobile,Baden-Württemberg,21.79,retourniert,nein
ORD006757,UC03776,2024-09-27,2024-09,E-Mail,Mobile,NRW,187.29,retourniert,nein
ORD006758,UC03776,2023-03-31,2023-03,SEA,Mobile,NRW,38.38,geliefert,nein
ORD006759,UC03776,2024-04-25,2024-04,Social Media,Desktop,NRW,101.8,geliefert,nein
ORD006760,UC03777,2023-11-19,2023-11,Organic,Mobile,NRW,860.44,geliefert,nein
ORD006761,UC03777,2024-02-22,2024-02,Direct,Mobile,NRW,69.17,geliefert,nein
ORD006762,UC03778,2023-09-17,2023-09,Affiliate,Mobile,Baden-Württemberg,125.79,geliefert,nein
ORD006763,UC03779,2023-02-08,2023-02,Social Media,Tablet,Baden-Württemberg,113.29,retourniert,nein
ORD006764,UC03779,2023-06-01,2023-06,Social Media,Desktop,Baden-Württemberg,380.22,retourniert,nein
ORD006765,UC03780,2023-06-23,2023-06,E-Mail,Mobile,Brandenburg,771.75,geliefert,nein
ORD006766,UC03781,2023-07-07,2023-07,SEA,Tablet,Bayern,611.53,geliefert,nein
ORD006767,UC03781,2023-03-06,2023-03,Social Media,Tablet,Bayern,617.79,geliefert,nein
ORD006768,UC03782,2024-07-07,2024-07,E-Mail,Desktop,Baden-Württemberg,65.7,retourniert,nein
ORD006769,UC03782,2024-07-04,2024-07,Organic,Desktop,Baden-Württemberg,200.86,geliefert,nein
ORD006770,UC03782,2024-02-13,2024-02,Organic,Desktop,Baden-Württemberg,666.98,geliefert,nein
ORD006771,UC03783,2023-10-28,2023-10,Social Media,Tablet,Brandenburg,599.67,geliefert,nein
ORD006772,UC03783,2024-05-12,2024-05,SEA,Tablet,Brandenburg,90.7,storniert,nein
ORD006773,UC03784,2023-08-04,2023-08,SEA,Mobile,Hamburg,472.7,geliefert,nein
ORD006774,UC03784,2023-08-09,2023-08,Social Media,Mobile,Hamburg,411.79,geliefert,nein
ORD006775,UC03785,2024-07-04,2024-07,E-Mail,Desktop,NRW,653.71,geliefert,nein
ORD006776,UC03785,2023-03-11,2023-03,Social Media,Mobile,NRW,339.51,geliefert,nein
ORD006777,UC03785,2024-12-16,2024-12,Organic,Mobile,NRW,813.62,geliefert,nein
ORD006778,UC03786,2023-11-10,2023-11,Organic,Mobile,Hessen,466.98,geliefert,ja
ORD006779,UC03786,2023-06-11,2023-06,Organic,Mobile,Hessen,217.28,geliefert,ja
ORD006780,UC03786,2023-03-27,2023-03,Social Media,Mobile,Hessen,199.76,geliefert,ja
ORD006781,UC03786,2024-11-24,2024-11,SEA,Mobile,Hessen,140.01,geliefert,ja
ORD006782,UC03786,2024-07-22,2024-07,Affiliate,Mobile,Hessen,463.12,geliefert,ja
ORD006783,UC03787,2023-11-20,2023-11,Direct,Desktop,Brandenburg,47.15,geliefert,nein
ORD006784,UC03787,2023-11-25,2023-11,Organic,Desktop,Brandenburg,175.22,geliefert,nein
ORD006785,UC03787,2023-03-31,2023-03,Affiliate,Desktop,Brandenburg,66.41,geliefert,nein
ORD006786,UC03789,2023-10-04,2023-10,SEA,Desktop,Baden-Württemberg,372.09,geliefert,nein
ORD006787,UC03790,2023-11-01,2023-11,E-Mail,Desktop,Berlin,869.04,geliefert,nein
ORD006788,UC03791,2023-10-30,2023-10,Organic,Desktop,Bayern,87.6,geliefert,ja
ORD006789,UC03791,2023-08-11,2023-08,E-Mail,Desktop,Bayern,359.59,geliefert,ja
ORD006790,UC03791,2023-07-06,2023-07,Social Media,Desktop,Bayern,1712.18,geliefert,ja
ORD006791,UC03792,2023-02-24,2023-02,Organic,Mobile,NRW,287.42,geliefert,nein
ORD006792,UC03793,2023-11-19,2023-11,SEA,Mobile,Hessen,317.16,retourniert,nein
ORD006793,UC03794,2023-06-12,2023-06,SEA,Mobile,Bayern,118.19,geliefert,nein
ORD006794,UC03795,2024-05-11,2024-05,SEA,Mobile,Bayern,90.9,geliefert,ja
ORD006795,UC03795,2024-05-04,2024-05,SEA,Mobile,Bayern,47.03,geliefert,ja
ORD006796,UC03795,2024-10-13,2024-10,Social Media,Mobile,Bayern,368.99,geliefert,ja
ORD006797,UC03796,2024-03-18,2024-03,SEA,Mobile,Berlin,170.45,retourniert,nein
ORD006798,UC03796,2024-05-17,2024-05,Direct,Mobile,Berlin,203.92,geliefert,nein
ORD006799,UC03797,2024-10-27,2024-10,Direct,Mobile,NRW,466.1,retourniert,nein
ORD006800,UC03798,2024-08-19,2024-08,Social Media,Desktop,Bayern,184.83,storniert,nein
ORD006801,UC03799,2024-10-10,2024-10,Affiliate,Mobile,Berlin,245.98,retourniert,ja
ORD006802,UC03799,2024-01-03,2024-01,Social Media,Tablet,Berlin,30.56,retourniert,ja
ORD006803,UC03799,2024-08-19,2024-08,E-Mail,Tablet,Berlin,641.6,retourniert,ja
ORD006804,UC03800,2023-05-04,2023-05,Organic,Mobile,Thüringen,407.12,geliefert,nein
ORD006805,UC03800,2024-07-15,2024-07,SEA,Desktop,Thüringen,403.73,retourniert,nein
ORD006806,UC03801,2023-04-12,2023-04,E-Mail,Desktop,NRW,308.79,retourniert,ja
ORD006807,UC03801,2024-04-05,2024-04,Social Media,Desktop,NRW,67.72,retourniert,ja
ORD006808,UC03801,2024-12-12,2024-12,Affiliate,Desktop,NRW,176.05,geliefert,ja
ORD006809,UC03803,2024-03-22,2024-03,SEA,Desktop,Hamburg,623.75,geliefert,nein
ORD006810,UC03803,2023-10-03,2023-10,Social Media,Mobile,Hamburg,406.47,retourniert,nein
ORD006811,UC03804,2023-12-14,2023-12,Social Media,Desktop,Niedersachsen,415.74,geliefert,nein
ORD006812,UC03804,2023-02-16,2023-02,Social Media,Mobile,Niedersachsen,175.7,retourniert,nein
ORD006813,UC03805,2023-03-14,2023-03,Organic,Desktop,Berlin,829.78,retourniert,ja
ORD006814,UC03805,2024-11-14,2024-11,Social Media,Desktop,Berlin,522.99,geliefert,ja
ORD006815,UC03805,2023-10-05,2023-10,SEA,Desktop,Berlin,32.92,geliefert,ja
ORD006816,UC03806,2023-12-08,2023-12,SEA,Mobile,Baden-Württemberg,374.91,retourniert,ja
ORD006817,UC03807,2024-12-18,2024-12,E-Mail,Mobile,Baden-Württemberg,121.07,geliefert,ja
ORD006818,UC03808,2024-06-18,2024-06,SEA,Desktop,NRW,217.31,retourniert,nein
ORD006819,UC03808,2024-12-09,2024-12,SEA,Desktop,NRW,883.4,geliefert,nein
ORD006820,UC03808,2023-09-09,2023-09,E-Mail,Mobile,NRW,75.34,geliefert,nein
ORD006821,UC03809,2024-11-22,2024-11,SEA,Mobile,Baden-Württemberg,68.99,geliefert,nein
ORD006822,UC03809,2023-04-27,2023-04,SEA,Mobile,Baden-Württemberg,227.56,geliefert,nein
ORD006823,UC03810,2023-07-04,2023-07,E-Mail,Desktop,NRW,112.72,geliefert,nein
ORD006824,UC03811,2023-12-19,2023-12,Direct,Desktop,Hessen,105.8,geliefert,nein
ORD006825,UC03812,2024-08-22,2024-08,Social Media,Tablet,Bayern,371.16,geliefert,ja
ORD006826,UC03812,2024-04-22,2024-04,Organic,Tablet,Bayern,517.21,geliefert,ja
ORD006827,UC03813,2024-11-19,2024-11,SEA,Desktop,Hessen,285.81,geliefert,nein
ORD006828,UC03813,2024-03-04,2024-03,Organic,Desktop,Hessen,50.02,retourniert,nein
ORD006829,UC03813,2023-03-13,2023-03,Organic,Desktop,Hessen,899.86,geliefert,nein
ORD006830,UC03814,2024-10-07,2024-10,Social Media,Desktop,Berlin,207.61,geliefert,ja
ORD006831,UC03815,2023-11-17,2023-11,Organic,Mobile,Hamburg,380.56,retourniert,ja
ORD006832,UC03815,2024-09-21,2024-09,Social Media,Desktop,Hamburg,94.23,geliefert,ja
ORD006833,UC03815,2023-10-08,2023-10,Social Media,Mobile,Hamburg,230.41,geliefert,ja
ORD006834,UC03816,2024-07-31,2024-07,Organic,Mobile,NRW,352.0,geliefert,nein
ORD006835,UC03817,2024-10-08,2024-10,Affiliate,Desktop,NRW,55.94,geliefert,nein
ORD006836,UC03818,2024-01-07,2024-01,Direct,Mobile,Bayern,147.0,retourniert,nein
ORD006837,UC03819,2024-07-30,2024-07,SEA,Tablet,Berlin,34.66,geliefert,nein
ORD006838,UC03820,2024-02-09,2024-02,Organic,Desktop,Hessen,641.6,geliefert,nein
ORD006839,UC03820,2024-12-27,2024-12,SEA,Mobile,Hessen,92.06,retourniert,nein
ORD006840,UC03820,2024-12-08,2024-12,Organic,Desktop,Hessen,318.53,geliefert,nein
ORD006841,UC03821,2024-03-29,2024-03,Direct,Mobile,Bayern,372.85,geliefert,nein
ORD006842,UC03821,2023-05-06,2023-05,SEA,Mobile,Bayern,1015.01,retourniert,nein
ORD006843,UC03821,2024-02-09,2024-02,SEA,Mobile,Bayern,103.98,retourniert,nein
ORD006844,UC03822,2024-11-01,2024-11,SEA,Mobile,Thüringen,751.66,geliefert,ja
ORD006845,UC03822,2024-02-12,2024-02,E-Mail,Desktop,Thüringen,361.6,geliefert,ja
ORD006846,UC03822,2024-03-27,2024-03,SEA,Desktop,Thüringen,176.12,geliefert,ja
ORD006847,UC03822,2023-02-03,2023-02,E-Mail,Desktop,Thüringen,376.65,geliefert,ja
ORD006848,UC03823,2024-03-10,2024-03,E-Mail,Mobile,Hessen,287.84,geliefert,ja
ORD006849,UC03823,2024-08-14,2024-08,SEA,Mobile,Hessen,555.01,geliefert,ja
ORD006850,UC03823,2023-11-09,2023-11,Organic,Mobile,Hessen,804.25,retourniert,ja
ORD006851,UC03823,2024-03-24,2024-03,SEA,Mobile,Hessen,511.48,geliefert,ja
ORD006852,UC03823,2023-05-12,2023-05,Direct,Mobile,Hessen,346.32,retourniert,ja
ORD006853,UC03824,2023-05-06,2023-05,Organic,Mobile,Niedersachsen,712.01,geliefert,nein
ORD006854,UC03826,2024-09-21,2024-09,Organic,Mobile,Baden-Württemberg,550.82,retourniert,nein
ORD006855,UC03827,2024-03-23,2024-03,E-Mail,Mobile,Thüringen,315.58,geliefert,nein
ORD006856,UC03827,2023-03-03,2023-03,Direct,Desktop,Thüringen,301.21,geliefert,nein
ORD006857,UC03828,2024-04-07,2024-04,Social Media,Desktop,Hamburg,260.58,retourniert,nein
ORD006858,UC03829,2023-03-30,2023-03,Direct,Desktop,Thüringen,115.22,geliefert,nein
ORD006859,UC03829,2024-06-04,2024-06,Social Media,Mobile,Thüringen,124.57,geliefert,nein
ORD006860,UC03830,2023-03-23,2023-03,SEA,Mobile,Hessen,677.23,geliefert,nein
ORD006861,UC03831,2024-08-15,2024-08,SEA,Tablet,Thüringen,225.5,retourniert,ja
ORD006862,UC03831,2024-07-16,2024-07,Social Media,Mobile,Thüringen,477.78,storniert,ja
ORD006863,UC03831,2023-02-04,2023-02,E-Mail,Tablet,Thüringen,159.48,geliefert,ja
ORD006864,UC03832,2024-08-03,2024-08,E-Mail,Mobile,Hamburg,97.52,retourniert,nein
ORD006865,UC03832,2023-11-13,2023-11,E-Mail,Desktop,Hamburg,447.5,geliefert,nein
ORD006866,UC03833,2024-06-23,2024-06,Direct,Desktop,NRW,57.31,retourniert,ja
ORD006867,UC03834,2024-05-13,2024-05,SEA,Mobile,NRW,599.78,geliefert,nein
ORD006868,UC03835,2024-05-22,2024-05,Organic,Tablet,NRW,215.98,geliefert,nein
ORD006869,UC03835,2024-10-24,2024-10,SEA,Mobile,NRW,191.46,geliefert,nein
ORD006870,UC03835,2024-07-29,2024-07,SEA,Mobile,NRW,380.3,retourniert,nein
ORD006871,UC03836,2024-03-28,2024-03,SEA,Desktop,Baden-Württemberg,475.27,geliefert,ja
ORD006872,UC03836,2024-07-03,2024-07,SEA,Desktop,Baden-Württemberg,354.82,geliefert,ja
ORD006873,UC03838,2023-11-09,2023-11,E-Mail,Desktop,NRW,1003.24,geliefert,ja
ORD006874,UC03839,2024-01-06,2024-01,Social Media,Tablet,Baden-Württemberg,105.42,geliefert,nein
ORD006875,UC03840,2023-10-18,2023-10,E-Mail,Mobile,Baden-Württemberg,398.7,geliefert,nein
ORD006876,UC03840,2023-05-23,2023-05,SEA,Mobile,Baden-Württemberg,318.71,retourniert,nein
ORD006877,UC03841,2024-02-10,2024-02,Social Media,Desktop,Hamburg,768.95,retourniert,nein
ORD006878,UC03842,2023-11-09,2023-11,E-Mail,Mobile,Baden-Württemberg,955.97,retourniert,nein
ORD006879,UC03843,2024-03-10,2024-03,Organic,Mobile,Niedersachsen,1013.37,retourniert,ja
ORD006880,UC03843,2023-02-25,2023-02,Social Media,Mobile,Niedersachsen,353.61,retourniert,ja
ORD006881,UC03843,2023-12-13,2023-12,SEA,Mobile,Niedersachsen,185.72,geliefert,ja
ORD006882,UC03844,2024-10-02,2024-10,Organic,Desktop,Baden-Württemberg,249.72,geliefert,nein
ORD006883,UC03844,2023-12-06,2023-12,E-Mail,Desktop,Baden-Württemberg,323.72,geliefert,nein
ORD006884,UC03845,2023-07-04,2023-07,E-Mail,Mobile,NRW,1001.95,geliefert,ja
ORD006885,UC03845,2024-03-11,2024-03,Social Media,Mobile,NRW,1096.33,geliefert,ja
ORD006886,UC03845,2024-08-25,2024-08,SEA,Mobile,NRW,462.11,geliefert,ja
ORD006887,UC03846,2024-12-20,2024-12,SEA,Mobile,NRW,960.52,retourniert,ja
ORD006888,UC03846,2024-12-17,2024-12,Direct,Desktop,NRW,187.91,retourniert,ja
ORD006889,UC03847,2023-01-29,2023-01,SEA,Mobile,Hamburg,382.52,geliefert,nein
ORD006890,UC03848,2024-03-29,2024-03,SEA,Mobile,Berlin,171.11,retourniert,nein
ORD006891,UC03848,2023-11-03,2023-11,E-Mail,Mobile,Berlin,71.14,geliefert,nein
ORD006892,UC03849,2024-12-20,2024-12,Social Media,Desktop,Thüringen,578.84,retourniert,nein
ORD006893,UC03850,2024-12-15,2024-12,Affiliate,Mobile,Bayern,31.44,geliefert,nein
ORD006894,UC03851,2024-02-01,2024-02,Affiliate,Desktop,Berlin,204.88,retourniert,nein
ORD006895,UC03852,2023-04-13,2023-04,Social Media,Mobile,NRW,224.68,geliefert,ja
ORD006896,UC03852,2023-08-19,2023-08,E-Mail,Mobile,NRW,208.28,retourniert,ja
ORD006897,UC03852,2024-05-20,2024-05,SEA,Desktop,NRW,54.06,geliefert,ja
ORD006898,UC03853,2024-01-03,2024-01,SEA,Tablet,Sachsen,318.12,geliefert,nein
ORD006899,UC03853,2023-12-11,2023-12,Social Media,Mobile,Sachsen,321.59,geliefert,nein
ORD006900,UC03854,2024-10-27,2024-10,Social Media,Mobile,NRW,155.58,geliefert,ja
ORD006901,UC03854,2024-05-23,2024-05,Organic,Desktop,NRW,113.86,geliefert,ja
ORD006902,UC03855,2024-12-07,2024-12,Organic,Desktop,NRW,440.29,geliefert,nein
ORD006903,UC03856,2024-11-03,2024-11,SEA,Mobile,Baden-Württemberg,599.22,geliefert,nein
ORD006904,UC03857,2023-01-07,2023-01,Affiliate,Mobile,NRW,250.07,geliefert,nein
ORD006905,UC03858,2024-12-26,2024-12,SEA,Mobile,Hessen,160.87,geliefert,nein
ORD006906,UC03859,2023-05-06,2023-05,E-Mail,Mobile,NRW,374.06,geliefert,nein
ORD006907,UC03859,2023-12-04,2023-12,Social Media,Mobile,NRW,595.1,geliefert,nein
ORD006908,UC03859,2024-11-20,2024-11,SEA,Desktop,NRW,47.82,geliefert,nein
ORD006909,UC03860,2023-03-10,2023-03,E-Mail,Desktop,Bayern,25.26,geliefert,ja
ORD006910,UC03860,2023-02-09,2023-02,SEA,Desktop,Bayern,537.69,retourniert,ja
ORD006911,UC03860,2024-10-23,2024-10,Affiliate,Desktop,Bayern,846.78,geliefert,ja
ORD006912,UC03861,2023-02-21,2023-02,Social Media,Mobile,Baden-Württemberg,213.76,geliefert,ja
ORD006913,UC03861,2024-09-26,2024-09,SEA,Mobile,Baden-Württemberg,515.31,geliefert,ja
ORD006914,UC03861,2023-04-12,2023-04,SEA,Mobile,Baden-Württemberg,337.89,geliefert,ja
ORD006915,UC03861,2024-04-14,2024-04,Direct,Mobile,Baden-Württemberg,44.72,geliefert,ja
ORD006916,UC03862,2024-02-08,2024-02,E-Mail,Desktop,Baden-Württemberg,356.76,geliefert,nein
ORD006917,UC03863,2023-04-07,2023-04,Organic,Tablet,NRW,89.22,geliefert,ja
ORD006918,UC03863,2024-03-05,2024-03,Organic,Mobile,NRW,173.45,geliefert,ja
ORD006919,UC03863,2024-01-15,2024-01,Social Media,Tablet,NRW,830.77,geliefert,ja
ORD006920,UC03864,2024-03-22,2024-03,E-Mail,Mobile,Baden-Württemberg,91.87,geliefert,nein
ORD006921,UC03865,2023-12-19,2023-12,E-Mail,Mobile,NRW,301.5,geliefert,ja
ORD006922,UC03865,2023-09-12,2023-09,Organic,Mobile,NRW,501.06,retourniert,ja
ORD006923,UC03865,2023-03-17,2023-03,Organic,Mobile,NRW,247.82,geliefert,ja
ORD006924,UC03866,2024-04-07,2024-04,Organic,Mobile,NRW,219.22,geliefert,nein
ORD006925,UC03867,2023-08-06,2023-08,Organic,Desktop,Bayern,98.79,geliefert,ja
ORD006926,UC03867,2023-02-22,2023-02,Social Media,Desktop,Bayern,186.7,geliefert,ja
ORD006927,UC03867,2023-06-03,2023-06,SEA,Mobile,Bayern,141.54,geliefert,ja
ORD006928,UC03867,2023-05-30,2023-05,SEA,Desktop,Bayern,346.95,geliefert,ja
ORD006929,UC03868,2024-09-24,2024-09,Social Media,Desktop,Hessen,813.31,retourniert,nein
ORD006930,UC03868,2023-02-04,2023-02,Social Media,Mobile,Hessen,176.09,geliefert,nein
ORD006931,UC03868,2023-12-15,2023-12,Social Media,Desktop,Hessen,171.64,retourniert,nein
ORD006932,UC03869,2023-01-29,2023-01,Organic,Desktop,Baden-Württemberg,91.48,geliefert,nein
ORD006933,UC03870,2023-12-19,2023-12,Organic,Mobile,Berlin,183.36,geliefert,nein
ORD006934,UC03871,2024-09-25,2024-09,E-Mail,Desktop,Berlin,100.66,geliefert,nein
ORD006935,UC03871,2024-01-22,2024-01,Social Media,Mobile,Berlin,192.94,retourniert,nein
ORD006936,UC03871,2023-06-04,2023-06,Social Media,Mobile,Berlin,78.71,geliefert,nein
ORD006937,UC03872,2023-12-17,2023-12,E-Mail,Desktop,NRW,480.14,retourniert,nein
ORD006938,UC03873,2023-02-08,2023-02,SEA,Desktop,Brandenburg,266.36,geliefert,nein
ORD006939,UC03874,2024-06-02,2024-06,Direct,Tablet,Hamburg,281.8,retourniert,nein
ORD006940,UC03874,2024-08-08,2024-08,Organic,Mobile,Hamburg,693.76,storniert,nein
ORD006941,UC03874,2024-04-24,2024-04,Organic,Mobile,Hamburg,406.1,geliefert,nein
ORD006942,UC03874,2023-12-09,2023-12,SEA,Mobile,Hamburg,612.02,geliefert,nein
ORD006943,UC03875,2024-12-24,2024-12,SEA,Mobile,Bayern,442.49,geliefert,nein
ORD006944,UC03875,2023-03-10,2023-03,SEA,Mobile,Bayern,530.41,geliefert,nein
ORD006945,UC03875,2024-09-21,2024-09,Social Media,Mobile,Bayern,313.66,geliefert,nein
ORD006946,UC03876,2024-09-02,2024-09,Social Media,Mobile,Baden-Württemberg,833.76,retourniert,nein
ORD006947,UC03877,2024-01-15,2024-01,Direct,Mobile,Baden-Württemberg,814.35,geliefert,nein
ORD006948,UC03877,2024-02-05,2024-02,SEA,Desktop,Baden-Württemberg,375.84,geliefert,nein
ORD006949,UC03878,2023-01-13,2023-01,Social Media,Desktop,NRW,401.51,geliefert,nein
ORD006950,UC03879,2024-01-02,2024-01,SEA,Mobile,Hessen,340.06,geliefert,nein
ORD006951,UC03880,2024-05-09,2024-05,Social Media,Mobile,Berlin,914.11,geliefert,nein
ORD006952,UC03880,2023-01-12,2023-01,Social Media,Tablet,Berlin,724.15,geliefert,nein
ORD006953,UC03881,2024-06-04,2024-06,Organic,Desktop,Bayern,83.04,geliefert,ja
ORD006954,UC03881,2024-12-05,2024-12,E-Mail,Mobile,Bayern,184.67,geliefert,ja
ORD006955,UC03881,2023-10-03,2023-10,E-Mail,Desktop,Bayern,193.86,geliefert,ja
ORD006956,UC03881,2024-09-12,2024-09,SEA,Desktop,Bayern,1480.89,geliefert,ja
ORD006957,UC03881,2024-08-12,2024-08,Organic,Desktop,Bayern,397.59,geliefert,ja
ORD006958,UC03881,2023-12-20,2023-12,SEA,Desktop,Bayern,239.12,geliefert,ja
ORD006959,UC03882,2024-12-06,2024-12,Organic,Desktop,Hamburg,180.62,geliefert,ja
ORD006960,UC03882,2024-06-06,2024-06,E-Mail,Desktop,Hamburg,376.86,geliefert,ja
ORD006961,UC03882,2024-11-08,2024-11,Social Media,Mobile,Hamburg,505.61,geliefert,ja
ORD006962,UC03883,2023-08-24,2023-08,E-Mail,Mobile,Berlin,492.88,geliefert,ja
ORD006963,UC03883,2023-09-25,2023-09,SEA,Mobile,Berlin,686.72,geliefert,ja
ORD006964,UC03883,2024-08-18,2024-08,Social Media,Desktop,Berlin,327.24,retourniert,ja
ORD006965,UC03885,2024-02-15,2024-02,Organic,Mobile,Bayern,199.78,geliefert,nein
ORD006966,UC03885,2023-10-20,2023-10,SEA,Mobile,Bayern,176.08,retourniert,nein
ORD006967,UC03887,2023-01-03,2023-01,Social Media,Mobile,Baden-Württemberg,196.04,geliefert,ja
ORD006968,UC03887,2023-09-26,2023-09,Affiliate,Mobile,Baden-Württemberg,340.26,geliefert,ja
ORD006969,UC03887,2024-03-18,2024-03,Affiliate,Mobile,Baden-Württemberg,28.51,geliefert,ja
ORD006970,UC03888,2023-12-03,2023-12,SEA,Tablet,Bayern,749.83,geliefert,nein
ORD006971,UC03888,2023-08-04,2023-08,SEA,Tablet,Bayern,274.84,retourniert,nein
ORD006972,UC03888,2023-09-29,2023-09,Organic,Tablet,Bayern,240.25,geliefert,nein
ORD006973,UC03889,2024-09-14,2024-09,Direct,Desktop,NRW,340.96,retourniert,nein
ORD006974,UC03889,2023-09-25,2023-09,Social Media,Desktop,NRW,37.03,geliefert,nein
ORD006975,UC03890,2024-06-18,2024-06,Organic,Tablet,Baden-Württemberg,191.24,geliefert,nein
ORD006976,UC03891,2023-03-30,2023-03,Direct,Mobile,Baden-Württemberg,116.33,geliefert,nein
ORD006977,UC03892,2024-12-30,2024-12,Social Media,Mobile,Bayern,132.94,geliefert,nein
ORD006978,UC03892,2024-08-08,2024-08,Direct,Mobile,Bayern,439.78,geliefert,nein
ORD006979,UC03893,2024-07-02,2024-07,SEA,Desktop,Hessen,824.29,geliefert,nein
ORD006980,UC03894,2024-03-06,2024-03,Organic,Mobile,Berlin,72.23,geliefert,nein
ORD006981,UC03894,2024-01-19,2024-01,SEA,Desktop,Berlin,343.82,geliefert,nein
ORD006982,UC03896,2024-09-19,2024-09,E-Mail,Mobile,Baden-Württemberg,197.16,geliefert,ja
ORD006983,UC03896,2023-01-27,2023-01,Direct,Mobile,Baden-Württemberg,134.02,retourniert,ja
ORD006984,UC03897,2023-06-18,2023-06,Social Media,Desktop,Berlin,125.58,retourniert,nein
ORD006985,UC03898,2024-12-22,2024-12,E-Mail,Desktop,NRW,143.4,geliefert,nein
ORD006986,UC03899,2024-11-29,2024-11,SEA,Desktop,Hessen,240.13,geliefert,nein
ORD006987,UC03900,2023-03-30,2023-03,Social Media,Tablet,NRW,84.7,retourniert,nein
ORD006988,UC03900,2024-01-02,2024-01,SEA,Mobile,NRW,261.67,storniert,nein
ORD006989,UC03901,2024-12-19,2024-12,E-Mail,Desktop,Baden-Württemberg,266.18,geliefert,nein
ORD006990,UC03903,2023-09-13,2023-09,Affiliate,Desktop,Berlin,109.1,retourniert,nein
ORD006991,UC03903,2023-07-17,2023-07,E-Mail,Desktop,Berlin,758.74,geliefert,nein
ORD006992,UC03904,2023-12-17,2023-12,Social Media,Desktop,Hessen,284.79,retourniert,nein
ORD006993,UC03904,2024-04-09,2024-04,Organic,Desktop,Hessen,220.02,retourniert,nein
ORD006994,UC03905,2024-07-10,2024-07,E-Mail,Mobile,Hessen,90.47,geliefert,nein
ORD006995,UC03907,2024-08-18,2024-08,Affiliate,Desktop,Berlin,682.77,geliefert,nein
ORD006996,UC03907,2024-10-15,2024-10,SEA,Desktop,Berlin,81.65,geliefert,nein
ORD006997,UC03907,2023-04-23,2023-04,Affiliate,Mobile,Berlin,179.55,retourniert,nein
ORD006998,UC03908,2024-02-13,2024-02,SEA,Mobile,Bayern,591.2,geliefert,ja
ORD006999,UC03910,2024-11-24,2024-11,SEA,Tablet,Bayern,219.25,geliefert,nein
ORD007000,UC03910,2024-10-01,2024-10,E-Mail,Mobile,Bayern,144.58,geliefert,nein
ORD007001,UC03911,2023-12-25,2023-12,Social Media,Desktop,Baden-Württemberg,238.12,geliefert,nein
ORD007002,UC03911,2024-04-30,2024-04,Social Media,Desktop,Baden-Württemberg,669.14,geliefert,nein
ORD007003,UC03911,2024-12-16,2024-12,Social Media,Desktop,Baden-Württemberg,621.95,geliefert,nein
ORD007004,UC03911,2024-01-02,2024-01,SEA,Desktop,Baden-Württemberg,402.15,geliefert,nein
ORD007005,UC03912,2023-08-04,2023-08,Social Media,Desktop,Baden-Württemberg,360.11,retourniert,nein
ORD007006,UC03912,2023-09-29,2023-09,Direct,Mobile,Baden-Württemberg,105.24,geliefert,nein
ORD007007,UC03912,2024-07-15,2024-07,Affiliate,Tablet,Baden-Württemberg,56.19,geliefert,nein
ORD007008,UC03912,2024-12-09,2024-12,Social Media,Desktop,Baden-Württemberg,132.67,geliefert,nein
ORD007009,UC03913,2024-11-22,2024-11,Affiliate,Mobile,Bayern,1014.16,retourniert,nein
ORD007010,UC03914,2023-08-07,2023-08,Affiliate,Mobile,Bayern,264.49,geliefert,nein
ORD007011,UC03914,2023-11-28,2023-11,Organic,Mobile,Bayern,1107.37,geliefert,nein
ORD007012,UC03914,2023-11-30,2023-11,SEA,Mobile,Bayern,626.31,geliefert,nein
ORD007013,UC03915,2023-06-15,2023-06,Social Media,Desktop,NRW,197.41,retourniert,nein
ORD007014,UC03915,2024-09-28,2024-09,Affiliate,Tablet,NRW,156.16,geliefert,nein
ORD007015,UC03915,2024-10-05,2024-10,E-Mail,Desktop,NRW,677.0,geliefert,nein
ORD007016,UC03915,2023-02-21,2023-02,Organic,Desktop,NRW,1026.17,retourniert,nein
