customer_id,region,age_group,gender,preferred_device,registered_at,is_premium
UC04035,Baden-Württemberg,25-34,weiblich,Desktop,2023-07-08,nein
UC04036,Bayern,35-44,weiblich,Desktop,2023-09-03,nein
UC04037,Baden-Württemberg,25-34,männlich,Desktop,2023-06-07,nein
UC04038,Berlin,18-24,männlich,Desktop,2023-09-12,nein
UC04039,Niedersachsen,45-54,weiblich,Mobile,2023-10-02,nein
UC04040,Bayern,18-24,weiblich,Mobile,2023-07-15,nein
UC04041,NRW,45-54,männlich,Desktop,2023-01-08,nein
UC04042,Niedersachsen,25-34,weiblich,Mobile,2023-04-23,nein
UC04043,Bayern,35-44,weiblich,Mobile,2023-04-10,nein
UC04044,Berlin,25-34,weiblich,Desktop,2023-06-14,nein
UC04045,NRW,45-54,weiblich,Mobile,2023-02-23,nein
UC04046,Bayern,25-34,männlich,Desktop,2023-03-13,nein
UC04047,Bayern,25-34,männlich,Mobile,2023-09-15,nein
UC04048,Hessen,55-64,weiblich,Mobile,2023-07-27,nein
UC04049,NRW,18-24,weiblich,Mobile,2023-03-12,nein
UC04050,Brandenburg,18-24,weiblich,Mobile,2023-08-21,nein
UC04051,Hessen,35-44,weiblich,Mobile,2023-04-29,nein
UC04052,NRW,45-54,weiblich,Mobile,2023-11-04,ja
UC04053,NRW,35-44,weiblich,Mobile,2023-10-17,ja
UC04054,Hessen,65+,weiblich,Desktop,2023-09-05,nein
UC04055,Berlin,55-64,weiblich,Desktop,2023-08-02,nein
UC04056,NRW,35-44,männlich,Mobile,2023-11-21,nein
UC04057,NRW,25-34,weiblich,Tablet,2023-05-25,nein
UC04058,Berlin,18-24,weiblich,Desktop,2023-03-03,nein
UC04059,NRW,35-44,weiblich,Tablet,2023-06-11,nein
UC04060,NRW,45-54,weiblich,Mobile,2023-11-26,nein
UC04061,NRW,25-34,weiblich,Tablet,2023-04-16,nein
UC04062,NRW,45-54,männlich,Mobile,2023-08-06,nein
UC04063,Hamburg,55-64,weiblich,Desktop,2023-10-25,nein
UC04064,Sachsen,45-54,weiblich,Mobile,2023-12-20,nein
UC04065,Thüringen,35-44,männlich,Mobile,2023-05-12,nein
UC04066,Bayern,35-44,männlich,Tablet,2023-03-18,nein
UC04067,Baden-Württemberg,25-34,weiblich,Tablet,2023-04-22,nein
UC04068,NRW,45-54,weiblich,Mobile,2023-06-10,nein
UC04069,NRW,35-44,weiblich,Mobile,2023-09-06,nein
UC04070,Berlin,55-64,männlich,Desktop,2023-06-11,ja
UC04071,Sachsen,45-54,weiblich,Mobile,2023-12-15,nein
UC04072,Berlin,45-54,weiblich,Mobile,2023-07-13,nein
UC04073,Baden-Württemberg,25-34,weiblich,Mobile,2023-11-19,nein
UC04074,Brandenburg,25-34,männlich,Desktop,2023-08-04,nein
UC04075,Bayern,55-64,weiblich,Mobile,2023-03-22,ja
UC04076,Thüringen,65+,weiblich,Mobile,2023-10-26,nein
UC04077,Hessen,25-34,weiblich,Mobile,2023-02-25,nein
UC04078,Thüringen,35-44,weiblich,Desktop,2023-05-14,nein
UC04079,NRW,45-54,männlich,Mobile,2023-10-18,nein
UC04080,Sachsen,35-44,männlich,Mobile,2023-06-03,nein
UC04081,NRW,55-64,weiblich,Desktop,2023-03-12,nein
UC04082,Hamburg,25-34,weiblich,Mobile,2023-08-29,nein
UC04083,Thüringen,18-24,männlich,Mobile,2023-03-26,nein
UC04084,Berlin,18-24,männlich,Mobile,2023-05-16,nein
UC04085,Berlin,18-24,männlich,Mobile,2023-08-22,nein
UC04086,Berlin,45-54,weiblich,Mobile,2023-04-16,nein
UC04087,NRW,55-64,weiblich,Mobile,2023-11-07,nein
UC04088,Hamburg,35-44,weiblich,Mobile,2023-08-07,nein
UC04089,Hamburg,18-24,weiblich,Mobile,2023-06-18,nein
UC04090,NRW,18-24,weiblich,Mobile,2023-02-10,nein
UC04091,Thüringen,35-44,männlich,Desktop,2023-02-02,nein
UC04092,Bayern,25-34,männlich,Mobile,2023-12-21,ja
UC04093,Baden-Württemberg,55-64,weiblich,Mobile,2023-02-16,nein
UC04094,Baden-Württemberg,18-24,männlich,Desktop,2023-08-22,ja
UC04095,NRW,25-34,männlich,Mobile,2023-07-14,nein
UC04096,Niedersachsen,25-34,weiblich,Mobile,2023-01-24,nein
UC04097,NRW,35-44,männlich,Mobile,2023-09-18,ja
UC04098,Hessen,55-64,weiblich,Tablet,2023-05-29,ja
UC04099,NRW,35-44,männlich,Desktop,2023-11-04,nein
UC04100,NRW,25-34,männlich,Desktop,2023-05-01,nein
UC04101,Hessen,65+,weiblich,Mobile,2023-12-03,ja
UC04102,Thüringen,35-44,männlich,Mobile,2023-02-05,ja
UC04103,Sachsen,35-44,männlich,Mobile,2023-12-19,nein
UC04104,Hamburg,45-54,männlich,Tablet,2023-07-05,nein
UC04105,NRW,25-34,männlich,Mobile,2023-01-28,nein
UC04106,Hessen,18-24,männlich,Mobile,2023-08-27,nein
UC04107,Berlin,25-34,männlich,Tablet,2023-03-07,nein
UC04108,Bayern,25-34,männlich,Mobile,2023-04-03,ja
UC04109,NRW,25-34,weiblich,Desktop,2023-09-15,nein
UC04110,Bayern,35-44,männlich,Mobile,2023-05-06,ja
UC04111,Berlin,45-54,männlich,Mobile,2023-09-03,nein
UC04112,Baden-Württemberg,45-54,männlich,Mobile,2023-07-30,nein
UC04113,Berlin,35-44,männlich,Mobile,2023-06-01,nein
UC04114,Baden-Württemberg,65+,männlich,Tablet,2023-01-12,nein
UC04115,Berlin,35-44,männlich,Mobile,2023-05-16,nein
UC04116,Niedersachsen,25-34,weiblich,Mobile,2023-12-11,ja
UC04117,Thüringen,35-44,männlich,Mobile,2023-06-01,nein
UC04118,Hessen,25-34,weiblich,Mobile,2023-12-06,ja
UC04119,Bayern,18-24,weiblich,Tablet,2023-12-24,nein
UC04120,Hessen,18-24,männlich,Mobile,2023-06-13,nein
UC04121,NRW,45-54,weiblich,Desktop,2023-02-09,nein
UC04122,Bayern,35-44,männlich,Mobile,2023-08-21,ja
UC04123,NRW,65+,männlich,Mobile,2023-07-28,ja
UC04124,Baden-Württemberg,25-34,weiblich,Mobile,2023-05-17,nein
UC04125,Berlin,25-34,weiblich,Mobile,2023-03-09,nein
UC04126,NRW,35-44,weiblich,Desktop,2023-07-24,nein
UC04127,Thüringen,35-44,weiblich,Mobile,2023-02-05,ja
UC04128,Hessen,25-34,männlich,Mobile,2023-05-25,nein
UC04129,Bayern,18-24,weiblich,Desktop,2023-11-17,nein
UC04130,Hessen,25-34,männlich,Tablet,2023-12-27,ja
UC04131,Hessen,35-44,weiblich,Desktop,2023-11-04,nein
UC04132,NRW,35-44,männlich,Mobile,2023-07-10,nein
UC04133,Bayern,45-54,weiblich,Mobile,2023-12-26,nein
UC04134,Sachsen,18-24,weiblich,Desktop,2023-12-20,nein
UC04135,Brandenburg,25-34,weiblich,Mobile,2023-10-22,ja
UC04136,Hessen,45-54,weiblich,Desktop,2023-04-22,nein
UC04137,Baden-Württemberg,35-44,männlich,Desktop,2023-08-02,ja
UC04138,Bayern,35-44,männlich,Desktop,2023-01-09,nein
UC04139,Hessen,35-44,männlich,Desktop,2023-01-10,nein
UC04140,NRW,35-44,männlich,Desktop,2023-02-07,nein
UC04141,Berlin,45-54,männlich,Mobile,2023-12-23,nein
UC04142,Hessen,35-44,männlich,Mobile,2023-05-09,nein
UC04143,Brandenburg,55-64,männlich,Desktop,2023-04-29,nein
UC04144,Bayern,45-54,weiblich,Desktop,2023-01-01,nein
UC04145,Berlin,35-44,männlich,Desktop,2023-05-20,nein
UC04146,Baden-Württemberg,45-54,weiblich,Mobile,2023-10-10,ja
UC04147,NRW,35-44,weiblich,Desktop,2023-05-25,nein
UC04148,Bayern,25-34,weiblich,Mobile,2023-12-26,nein
UC04149,Berlin,18-24,männlich,Mobile,2023-02-24,nein
UC04150,Berlin,35-44,weiblich,Desktop,2023-08-28,nein
UC04151,Berlin,55-64,weiblich,Mobile,2023-10-28,nein
UC04152,Sachsen,25-34,männlich,Desktop,2023-07-26,nein
UC04153,NRW,45-54,männlich,Mobile,2023-04-28,nein
UC04154,Hessen,25-34,weiblich,Mobile,2023-02-12,nein
UC04155,NRW,65+,weiblich,Mobile,2023-07-27,nein
UC04156,Baden-Württemberg,55-64,männlich,Mobile,2023-03-09,nein
UC04157,Berlin,25-34,weiblich,Mobile,2023-06-25,ja
UC04158,Thüringen,25-34,männlich,Desktop,2023-05-12,nein
UC04159,NRW,25-34,weiblich,Mobile,2023-09-06,nein
UC04160,Hessen,35-44,weiblich,Mobile,2023-12-21,nein
UC04161,Berlin,25-34,männlich,Desktop,2023-08-22,ja
UC04162,Bayern,35-44,männlich,Desktop,2023-11-19,ja
UC04163,NRW,35-44,männlich,Desktop,2023-12-18,ja
UC04164,Hamburg,35-44,männlich,Mobile,2023-03-23,nein
UC04165,Thüringen,18-24,weiblich,Mobile,2023-05-18,nein
UC04166,Thüringen,25-34,weiblich,Mobile,2023-01-18,nein
UC04167,Hessen,55-64,weiblich,Mobile,2023-06-12,ja
UC04168,Berlin,18-24,weiblich,Mobile,2023-05-26,nein
UC04169,Baden-Württemberg,35-44,männlich,Mobile,2023-09-08,ja
UC04170,Hamburg,45-54,weiblich,Mobile,2023-03-13,nein
UC04171,NRW,45-54,weiblich,Mobile,2023-07-19,nein
UC04172,NRW,35-44,weiblich,Mobile,2023-08-30,nein
UC04173,Bayern,18-24,männlich,Mobile,2023-11-09,nein
UC04174,Bayern,25-34,männlich,Desktop,2023-07-02,nein
UC04175,Hessen,45-54,weiblich,Mobile,2023-06-21,nein
UC04176,Hessen,35-44,männlich,Mobile,2023-04-25,nein
UC04177,NRW,45-54,männlich,Mobile,2023-02-01,nein
UC04178,Thüringen,35-44,weiblich,Mobile,2023-01-23,nein
UC04179,Berlin,45-54,männlich,Mobile,2023-01-11,nein
UC04180,Bayern,18-24,männlich,Mobile,2023-08-01,ja
UC04181,Berlin,45-54,männlich,Mobile,2023-04-06,ja
UC04182,Bayern,35-44,männlich,Tablet,2023-01-10,nein
UC04183,Hessen,35-44,weiblich,Mobile,2023-02-28,nein
UC04184,Baden-Württemberg,35-44,männlich,Mobile,2023-02-23,nein
UC04185,Berlin,45-54,männlich,Mobile,2023-03-27,nein
UC04186,Bayern,25-34,weiblich,Mobile,2023-01-09,ja
UC04187,Niedersachsen,25-34,männlich,Desktop,2023-04-06,nein
UC04188,Baden-Württemberg,55-64,weiblich,Mobile,2023-09-28,ja
UC04189,Bayern,35-44,männlich,Desktop,2023-11-27,nein
UC04190,Berlin,25-34,weiblich,Tablet,2023-10-05,nein
UC04191,Baden-Württemberg,35-44,männlich,Mobile,2023-05-14,nein
UC04192,Sachsen,25-34,weiblich,Mobile,2023-01-17,ja
UC04193,Hessen,45-54,weiblich,Mobile,2023-05-18,ja
UC04194,Baden-Württemberg,25-34,weiblich,Desktop,2023-12-07,nein
UC04195,Sachsen,18-24,weiblich,Mobile,2023-04-19,nein
UC04196,NRW,65+,männlich,Mobile,2023-11-21,nein
UC04197,NRW,55-64,weiblich,Mobile,2023-06-09,nein
UC04198,Baden-Württemberg,25-34,weiblich,Mobile,2023-11-13,nein
UC04199,NRW,25-34,weiblich,Mobile,2023-08-31,ja
UC04200,Bayern,35-44,weiblich,Mobile,2023-05-07,nein
UC04201,Niedersachsen,55-64,weiblich,Desktop,2023-12-03,nein
UC04202,Bayern,35-44,weiblich,Mobile,2023-08-20,nein
UC04203,Hamburg,45-54,männlich,Desktop,2023-03-25,nein
UC04204,Sachsen,55-64,weiblich,Mobile,2023-04-27,nein
UC04205,Hessen,25-34,weiblich,Mobile,2023-03-18,nein
UC04206,Baden-Württemberg,35-44,männlich,Tablet,2023-09-29,nein
UC04207,Hamburg,25-34,weiblich,Mobile,2023-08-09,nein
UC04208,Sachsen,25-34,männlich,Mobile,2023-09-12,ja
UC04209,Bayern,25-34,männlich,Mobile,2023-04-24,nein
UC04210,Hamburg,65+,divers,Mobile,2023-04-05,nein
UC04211,Berlin,55-64,männlich,Tablet,2023-09-29,nein
UC04212,NRW,45-54,weiblich,Mobile,2023-10-11,nein
UC04213,NRW,35-44,weiblich,Mobile,2023-12-02,nein
UC04214,Hessen,35-44,weiblich,Mobile,2023-02-23,nein
UC04215,Hessen,18-24,männlich,Mobile,2023-12-11,nein
UC04216,Baden-Württemberg,35-44,weiblich,Mobile,2023-04-09,nein
UC04217,Sachsen,25-34,divers,Mobile,2023-11-26,nein
UC04218,Berlin,18-24,männlich,Mobile,2023-09-26,nein
UC04219,Baden-Württemberg,45-54,männlich,Desktop,2023-05-29,ja
UC04220,NRW,45-54,männlich,Mobile,2023-06-18,nein
UC04221,Berlin,18-24,divers,Tablet,2023-04-19,nein
UC04222,Hessen,18-24,weiblich,Mobile,2023-05-24,nein
UC04223,Bayern,35-44,weiblich,Mobile,2023-09-11,nein
UC04224,Sachsen,18-24,männlich,Mobile,2023-02-12,nein
UC04225,Hessen,35-44,männlich,Desktop,2023-01-24,nein
UC04226,Bayern,65+,männlich,Mobile,2023-10-22,nein
UC04227,Bayern,25-34,weiblich,Mobile,2023-04-16,nein
UC04228,NRW,25-34,weiblich,Mobile,2023-03-24,nein
UC04229,NRW,35-44,weiblich,Mobile,2023-03-26,nein
UC04230,Baden-Württemberg,25-34,weiblich,Mobile,2023-09-06,ja
UC04231,Niedersachsen,35-44,weiblich,Mobile,2023-02-12,nein
UC04232,Hessen,35-44,weiblich,Tablet,2023-08-25,ja
UC04233,Sachsen,45-54,männlich,Mobile,2023-08-24,nein
UC04234,Berlin,45-54,weiblich,Mobile,2023-02-06,ja
UC04235,Baden-Württemberg,25-34,divers,Mobile,2023-06-14,ja
UC04236,Berlin,35-44,männlich,Mobile,2023-08-13,nein
UC04237,Baden-Württemberg,45-54,weiblich,Mobile,2023-12-04,ja
UC04238,NRW,18-24,männlich,Mobile,2023-05-26,nein
UC04239,NRW,35-44,männlich,Mobile,2023-06-20,nein
UC04240,Baden-Württemberg,25-34,männlich,Tablet,2023-08-13,nein
UC04241,Hessen,35-44,weiblich,Mobile,2023-09-14,ja
UC04242,Baden-Württemberg,45-54,weiblich,Mobile,2023-01-26,nein
UC04243,Baden-Württemberg,25-34,weiblich,Mobile,2023-08-23,nein
UC04244,Bayern,55-64,weiblich,Mobile,2023-07-20,nein
UC04245,Bayern,55-64,weiblich,Desktop,2023-06-16,nein
UC04246,Hessen,25-34,weiblich,Desktop,2023-11-11,nein
UC04247,Bayern,25-34,männlich,Mobile,2023-04-27,nein
UC04248,Brandenburg,18-24,männlich,Desktop,2023-12-22,ja
UC04249,Niedersachsen,55-64,weiblich,Desktop,2023-01-04,nein
UC04250,Hessen,25-34,männlich,Desktop,2023-07-07,nein
UC04251,Baden-Württemberg,55-64,männlich,Mobile,2023-12-08,nein
UC04252,NRW,25-34,männlich,Mobile,2023-07-15,nein
UC04253,NRW,45-54,weiblich,Mobile,2023-02-02,ja
UC04254,Bayern,25-34,männlich,Mobile,2023-04-25,nein
UC04255,Baden-Württemberg,55-64,männlich,Mobile,2023-09-13,nein
UC04256,Hessen,45-54,divers,Mobile,2023-08-29,nein
UC04257,Hessen,55-64,männlich,Desktop,2023-08-15,nein
UC04258,Bayern,25-34,männlich,Mobile,2023-06-04,nein
UC04259,Baden-Württemberg,25-34,männlich,Desktop,2023-05-27,nein
UC04260,NRW,25-34,weiblich,Mobile,2023-10-05,nein
UC04261,Bayern,55-64,weiblich,Mobile,2023-09-19,nein
UC04262,Hamburg,25-34,weiblich,Mobile,2023-09-27,nein
UC04263,Hessen,35-44,männlich,Mobile,2023-08-31,nein
UC04264,Baden-Württemberg,25-34,weiblich,Desktop,2023-06-13,ja
UC04265,Bayern,35-44,männlich,Mobile,2023-12-19,nein
UC04266,Bayern,45-54,weiblich,Mobile,2023-11-18,nein
UC04267,Baden-Württemberg,18-24,weiblich,Mobile,2023-08-06,nein
UC04268,NRW,25-34,weiblich,Mobile,2023-06-26,nein
UC04269,Niedersachsen,25-34,weiblich,Mobile,2023-10-05,nein
UC04270,Baden-Württemberg,18-24,weiblich,Mobile,2023-06-06,nein
UC04271,Bayern,25-34,weiblich,Desktop,2023-07-16,nein
UC04272,Thüringen,25-34,weiblich,Desktop,2023-11-12,ja
UC04273,Sachsen,18-24,divers,Mobile,2023-02-23,nein
UC04274,Baden-Württemberg,25-34,männlich,Mobile,2023-06-02,nein
UC04275,NRW,55-64,männlich,Tablet,2023-07-13,nein
UC04276,NRW,18-24,weiblich,Desktop,2023-09-20,nein
UC04277,Bayern,25-34,weiblich,Mobile,2023-10-17,nein
UC04278,Bayern,18-24,weiblich,Desktop,2023-04-19,nein
UC04279,Bayern,55-64,weiblich,Desktop,2023-10-11,ja
UC04280,Berlin,45-54,divers,Mobile,2023-06-13,nein
UC04281,Niedersachsen,25-34,männlich,Desktop,2023-03-19,nein
UC04282,Bayern,18-24,männlich,Desktop,2023-07-24,nein
UC04283,Berlin,18-24,weiblich,Mobile,2023-01-02,nein
UC04284,NRW,55-64,männlich,Mobile,2023-09-07,nein
UC04285,NRW,45-54,weiblich,Mobile,2023-12-09,nein
UC04286,Hessen,35-44,weiblich,Desktop,2023-01-20,nein
UC04287,Hamburg,35-44,weiblich,Mobile,2023-10-27,nein
UC04288,Bayern,55-64,weiblich,Desktop,2023-02-01,ja
UC04289,Bayern,35-44,weiblich,Mobile,2023-12-03,nein
UC04290,NRW,35-44,männlich,Mobile,2023-06-27,nein
UC04291,Sachsen,55-64,weiblich,Tablet,2023-12-02,nein
UC04292,Bayern,25-34,männlich,Mobile,2023-10-30,nein
UC04293,Bayern,35-44,weiblich,Mobile,2023-06-23,nein
UC04294,NRW,25-34,männlich,Tablet,2023-10-18,nein
UC04295,Berlin,35-44,weiblich,Mobile,2023-12-02,nein
UC04296,Bayern,45-54,weiblich,Mobile,2023-07-06,nein
UC04297,Bayern,35-44,weiblich,Desktop,2023-09-13,nein
UC04298,Hessen,25-34,männlich,Mobile,2023-07-24,nein
UC04299,Berlin,18-24,männlich,Mobile,2023-10-29,nein
UC04300,Bayern,55-64,weiblich,Mobile,2023-06-15,nein
UC04301,Baden-Württemberg,55-64,weiblich,Mobile,2023-09-25,nein
UC04302,Berlin,18-24,weiblich,Desktop,2023-03-07,nein
UC04303,Niedersachsen,35-44,männlich,Mobile,2023-08-25,ja
UC04304,NRW,35-44,männlich,Mobile,2023-02-11,ja
UC04305,NRW,35-44,weiblich,Mobile,2023-08-23,nein
UC04306,NRW,18-24,männlich,Tablet,2023-05-24,nein
UC04307,Baden-Württemberg,25-34,männlich,Tablet,2023-12-30,nein
UC04308,Hessen,18-24,männlich,Mobile,2023-07-07,nein
UC04309,NRW,18-24,männlich,Desktop,2023-12-02,nein
UC04310,NRW,45-54,weiblich,Mobile,2023-09-09,ja
UC04311,Thüringen,35-44,weiblich,Desktop,2023-05-21,nein
UC04312,Bayern,35-44,weiblich,Desktop,2023-09-06,nein
UC04313,Brandenburg,35-44,männlich,Mobile,2023-06-29,nein
UC04314,Berlin,45-54,männlich,Desktop,2023-01-07,ja
UC04315,Hamburg,25-34,männlich,Mobile,2023-07-16,nein
UC04316,Berlin,35-44,weiblich,Desktop,2023-01-09,nein
UC04317,Berlin,25-34,divers,Mobile,2023-11-27,nein
UC04318,Berlin,55-64,männlich,Mobile,2023-03-07,nein
UC04319,Bayern,65+,männlich,Mobile,2023-02-22,nein
UC04320,Hessen,55-64,männlich,Mobile,2023-04-11,nein
UC04321,Berlin,25-34,weiblich,Desktop,2023-09-04,nein
UC04322,Bayern,45-54,weiblich,Desktop,2023-02-05,nein
UC04323,Hessen,25-34,männlich,Tablet,2023-05-23,nein
UC04324,Hamburg,55-64,weiblich,Desktop,2023-07-30,nein
UC04325,Hessen,25-34,weiblich,Tablet,2023-03-27,nein
UC04326,Hamburg,25-34,männlich,Desktop,2023-07-28,nein
UC04327,Baden-Württemberg,55-64,weiblich,Desktop,2023-12-05,nein
UC04328,NRW,25-34,männlich,Mobile,2023-12-31,nein
UC04329,Berlin,65+,männlich,Desktop,2023-11-20,nein
UC04330,Baden-Württemberg,25-34,weiblich,Mobile,2023-03-01,ja
UC04331,Berlin,35-44,weiblich,Mobile,2023-12-25,nein
UC04332,Berlin,25-34,männlich,Desktop,2023-10-27,nein
UC04333,Berlin,45-54,männlich,Mobile,2023-12-05,nein
UC04334,Baden-Württemberg,35-44,weiblich,Mobile,2023-05-19,ja
UC04335,Hamburg,25-34,männlich,Mobile,2023-10-07,ja
UC04336,Bayern,25-34,weiblich,Desktop,2023-01-04,ja
UC04337,NRW,25-34,divers,Desktop,2023-03-18,nein
UC04338,Hamburg,35-44,männlich,Mobile,2023-02-25,nein
UC04339,Berlin,25-34,männlich,Mobile,2023-09-02,nein
UC04340,Bayern,35-44,weiblich,Mobile,2023-05-11,nein
UC04341,NRW,25-34,männlich,Desktop,2023-09-05,ja
UC04342,Thüringen,18-24,weiblich,Mobile,2023-05-02,nein
UC04343,NRW,18-24,männlich,Desktop,2023-10-27,nein
UC04344,Hamburg,25-34,weiblich,Mobile,2023-11-30,nein
UC04345,NRW,18-24,männlich,Desktop,2023-02-13,ja
UC04346,Berlin,35-44,weiblich,Desktop,2023-06-05,nein
UC04347,Sachsen,45-54,weiblich,Mobile,2023-09-20,nein
UC04348,NRW,45-54,weiblich,Mobile,2023-05-22,nein
UC04349,Baden-Württemberg,35-44,männlich,Mobile,2023-05-13,nein
UC04350,NRW,45-54,divers,Desktop,2023-11-16,nein
UC04351,Bayern,25-34,weiblich,Mobile,2023-12-17,nein
UC04352,NRW,25-34,männlich,Mobile,2023-06-26,nein
UC04353,Niedersachsen,35-44,weiblich,Mobile,2023-02-11,nein
UC04354,NRW,35-44,weiblich,Tablet,2023-02-24,nein
UC04355,Berlin,55-64,weiblich,Mobile,2023-10-08,nein
UC04356,Hamburg,45-54,weiblich,Mobile,2023-10-20,nein
UC04357,Baden-Württemberg,35-44,weiblich,Desktop,2023-06-21,nein
UC04358,Bayern,35-44,weiblich,Mobile,2023-02-02,nein
UC04359,Baden-Württemberg,18-24,männlich,Tablet,2023-08-21,nein
UC04360,Bayern,45-54,männlich,Mobile,2023-01-13,nein
UC04361,Hamburg,55-64,weiblich,Tablet,2023-02-18,nein
UC04362,Hamburg,35-44,weiblich,Desktop,2023-03-09,nein
UC04363,NRW,45-54,männlich,Mobile,2023-08-04,nein
UC04364,Bayern,35-44,männlich,Mobile,2023-04-24,nein
UC04365,Bayern,25-34,männlich,Mobile,2023-05-23,ja
UC04366,Hamburg,35-44,männlich,Mobile,2023-04-06,nein
UC04367,Baden-Württemberg,45-54,weiblich,Mobile,2023-08-24,nein
UC04368,Bayern,25-34,männlich,Desktop,2023-09-02,nein
UC04369,Niedersachsen,35-44,männlich,Desktop,2023-04-07,nein
UC04370,Berlin,25-34,männlich,Desktop,2023-09-24,nein
UC04371,Bayern,65+,weiblich,Mobile,2023-09-07,ja
UC04372,Bayern,25-34,männlich,Tablet,2023-12-30,nein
UC04373,Bayern,55-64,männlich,Desktop,2023-12-20,nein
UC04374,Sachsen,35-44,männlich,Mobile,2023-08-27,ja
UC04375,Bayern,35-44,weiblich,Desktop,2023-03-02,ja
UC04376,Baden-Württemberg,25-34,männlich,Desktop,2023-06-21,nein
UC04377,Baden-Württemberg,45-54,weiblich,Mobile,2023-02-23,nein
UC04378,Hamburg,35-44,weiblich,Mobile,2023-11-27,nein
UC04379,Berlin,45-54,weiblich,Mobile,2023-04-09,nein
UC04380,Bayern,45-54,weiblich,Mobile,2023-09-08,nein
UC04381,Hessen,25-34,weiblich,Desktop,2023-12-11,nein
UC04382,Brandenburg,35-44,männlich,Mobile,2023-05-03,nein
UC04383,Baden-Württemberg,25-34,weiblich,Desktop,2023-04-16,ja
UC04384,Hessen,45-54,weiblich,Desktop,2023-06-28,nein
UC04385,NRW,18-24,männlich,Mobile,2023-11-03,nein
UC04386,Baden-Württemberg,18-24,männlich,Desktop,2023-09-16,ja
UC04387,Bayern,18-24,männlich,Mobile,2023-04-05,nein
UC04388,Bayern,35-44,weiblich,Mobile,2023-04-02,nein
UC04389,Baden-Württemberg,25-34,weiblich,Mobile,2023-08-02,nein
UC04390,Hamburg,18-24,männlich,Mobile,2023-02-17,nein
UC04391,Berlin,25-34,männlich,Mobile,2023-08-08,nein
UC04392,Hamburg,45-54,männlich,Tablet,2023-10-14,nein
UC04393,Bayern,45-54,männlich,Mobile,2023-07-08,nein
UC04394,NRW,18-24,weiblich,Mobile,2023-09-29,nein
UC04395,Hessen,65+,männlich,Mobile,2023-06-18,nein
UC04396,Berlin,55-64,weiblich,Desktop,2023-07-27,nein
UC04397,NRW,25-34,weiblich,Mobile,2023-02-01,nein
UC04398,Sachsen,35-44,weiblich,Mobile,2023-09-07,nein
UC04399,NRW,25-34,männlich,Mobile,2023-06-03,nein
UC04400,NRW,18-24,weiblich,Mobile,2023-01-31,nein
UC04401,Baden-Württemberg,45-54,weiblich,Desktop,2023-07-14,nein
UC04402,Hessen,55-64,weiblich,Mobile,2023-02-11,ja
UC04403,Baden-Württemberg,55-64,männlich,Mobile,2023-03-26,nein
UC04404,NRW,35-44,weiblich,Mobile,2023-11-25,nein
UC04405,Baden-Württemberg,25-34,divers,Mobile,2023-02-24,nein
UC04406,Berlin,45-54,männlich,Desktop,2023-01-27,nein
UC04407,Hessen,55-64,weiblich,Mobile,2023-10-10,nein
UC04408,NRW,45-54,weiblich,Mobile,2023-10-30,ja
UC04409,NRW,35-44,weiblich,Mobile,2023-07-18,nein
UC04410,Berlin,65+,männlich,Mobile,2023-12-25,nein
UC04411,Baden-Württemberg,55-64,weiblich,Mobile,2023-08-08,nein
UC04412,Baden-Württemberg,35-44,weiblich,Mobile,2023-08-05,nein
UC04413,NRW,18-24,männlich,Mobile,2023-08-23,nein
UC04414,NRW,45-54,männlich,Mobile,2023-05-14,nein
UC04415,NRW,65+,männlich,Desktop,2023-08-19,ja
UC04416,Berlin,35-44,weiblich,Mobile,2023-03-28,nein
UC04417,Bayern,25-34,weiblich,Tablet,2023-02-26,nein
UC04418,Bayern,35-44,weiblich,Mobile,2023-07-06,ja
UC04419,NRW,18-24,weiblich,Desktop,2023-10-28,nein
UC04420,Baden-Württemberg,18-24,männlich,Mobile,2023-06-24,nein
UC04421,Hamburg,55-64,weiblich,Mobile,2023-08-12,nein
UC04422,NRW,35-44,männlich,Mobile,2023-03-04,nein
UC04423,Bayern,35-44,weiblich,Mobile,2023-06-08,nein
UC04424,Thüringen,25-34,männlich,Mobile,2023-07-27,nein
UC04425,Thüringen,55-64,weiblich,Mobile,2023-03-24,nein
UC04426,Hamburg,65+,männlich,Mobile,2023-04-05,ja
UC04427,Baden-Württemberg,55-64,weiblich,Mobile,2023-05-23,nein
UC04428,Baden-Württemberg,25-34,männlich,Mobile,2023-06-12,nein
UC04429,Berlin,25-34,männlich,Mobile,2023-02-04,nein
UC04430,Niedersachsen,35-44,männlich,Desktop,2023-08-14,nein
UC04431,Bayern,35-44,männlich,Desktop,2023-02-14,nein
UC04432,Berlin,18-24,weiblich,Tablet,2023-05-16,nein
UC04433,Hamburg,25-34,weiblich,Desktop,2023-09-26,nein
UC04434,Niedersachsen,45-54,weiblich,Mobile,2023-12-01,nein
UC04435,NRW,18-24,männlich,Mobile,2023-08-22,nein
UC04436,NRW,45-54,männlich,Desktop,2023-05-25,nein
UC04437,NRW,25-34,männlich,Desktop,2023-11-15,nein
UC04438,Hamburg,55-64,männlich,Desktop,2023-03-01,nein
UC04439,NRW,45-54,männlich,Mobile,2023-12-20,nein
UC04440,Brandenburg,25-34,weiblich,Mobile,2023-11-20,nein
UC04441,Hamburg,25-34,männlich,Mobile,2023-10-15,nein
